local_id,terminal_code,name_vi,loai_hinh,parent_code,valid_from,valid_to,wikidata_qid,qid_status,match_status,candidate_qids,match_notes
w-8012707-base,28174,Xã Phước Hậu,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012709-base,28177,Xã Mỹ Lộc,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012711-base,28183,Xã Phước Lâm,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012713-base,28189,Xã Thuận Thành,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012715-base,28168,Xã Long Hậu,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012717-base,28171,Xã Tân Kim,Xã,807,,2019-12-31,,,deferred-historical,,
w-8012719-base,28186,Xã Trường Bình,Xã,807,,2019-12-31,,,deferred-historical,,
w-8012721-base,28198,Xã Long An,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012723-base,28180,Xã Phước Lại,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012725-base,28192,Xã Phước Vĩnh Tây,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012727-base,28201,Xã Long Phụng,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012729-base,28204,Xã Đông Thạnh,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012731-base,28195,Xã Phước Vĩnh Đông,Xã,807,,2025-06-30,,,deferred-historical,,
w-8012733-base,28207,Xã Tân Tập,Xã,807,,2025-06-30,,,deferred-historical,,
w-8030101-base,29866,Phường 1,Phường,866,,2024-12-31,,,deferred-historical,,
w-8030103-base,29869,Phường 1,Phường,866,,2025-06-30,,,deferred-historical,,
w-8030105-base,29875,Phường 3,Phường,866,,2025-06-30,,,deferred-historical,,
w-8030107-base,29872,Phường 4,Phường,866,,2025-06-30,,,deferred-historical,,
w-8030109-base,29878,Phường 6,Phường,866,,2025-06-30,,,deferred-historical,,
w-8030111-base,29863,Phường 11,Phường,866,,2024-12-31,,,deferred-historical,,
w-8030113-base,29881,Phường Mỹ Ngãi,Phường,866,,2025-06-30,,,deferred-historical,,
w-8030115-base,29884,Xã Mỹ Tân,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030117-base,29887,Xã Mỹ Trà,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030119-base,29893,Xã Hòa An,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030121-base,29896,Xã Tân Thuận Đông,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030123-base,29890,Xã Tân Thuận Tây,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030125-base,29899,Xã Tịnh Thới,Xã,866,,2025-06-30,,,deferred-historical,,
w-8030301-base,29905,Phường 1,Phường,867,,2025-06-30,,,deferred-historical,,
w-8030303-base,29911,Phường 2,Phường,867,,2025-06-30,,,deferred-historical,,
w-8030305-base,29902,Phường 3,Phường,867,,2025-06-30,,,deferred-historical,,
w-8030307-base,29908,Phường 4,Phường,867,,2025-06-30,,,deferred-historical,,
w-8030309-base,29914,Xã Tân Khánh Đông,Xã,867,,2025-06-30,,,deferred-historical,,
w-8030311-base,29923,Xã Tân Phú Đông,Xã,867,,2025-06-30,,,deferred-historical,,
w-8030313-base,29917,Phường Tân Quy Đông,Phường,867,,2025-06-30,,,deferred-historical,,
w-8030315-base,29920,Xã Tân Quy Tây,Xã,867,,2025-06-30,,,deferred-historical,,
w-8030501-base,29926,Thị trấn Sa Rài,Thị trấn,869,,2025-06-30,,,deferred-historical,,
w-8030503-base,29935,Xã Bình Phú,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030505-base,29929,Xã Tân Hộ Cơ,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030507-base,29932,Xã Thông Bình,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030509-base,29938,Xã Tân Thành A,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030511-base,29941,Xã Tân Thành B,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030513-base,29944,Xã Tân Phước,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030515-base,29950,Xã An Phước,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030517-base,29947,Xã Tân Công Chí,Xã,869,,2025-06-30,,,deferred-historical,,
w-8030701-base,29953,Thị trấn Hồng Ngự,Thị trấn,870,,2009-02-23,,,deferred-historical,,
w-8030703-base,29980,Xã Long Khánh A,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030705-base,29983,Xã Long Khánh B,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030707-base,29998,Xã Phú Thuận A,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030709-base,29995,Xã Phú Thuận B,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030711-base,29992,Xã Long Thuận,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030713-base,29956,Xã Thường Phước 1,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030715-base,29974,Xã Thường Phước 2,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030717-base,29971,Thị trấn Thường Thới Tiền,Thị trấn,870,,2025-06-30,,,deferred-historical,,
w-8030719-base,29977,Xã Thường Lạc,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030721-base,29962,Xã Thường Thới Hậu A,Xã,870,,2025-06-30,,,deferred-historical,,
w-8030723-base,29968,Xã Thường Thới Hậu B,Xã,870,,2019-12-31,,,deferred-historical,,
w-8030725-base,29965,Xã Tân Hội,Xã,868,,2025-06-30,,,deferred-historical,,
w-8030727-base,29959,Xã Bình Thạnh,Xã,868,,2025-06-30,,,deferred-historical,,
w-8030729-base,29989,Phường An Bình A,Phường,868,,2025-06-30,,,deferred-historical,,
w-8030731-base,29986,Phường An Bình B,Phường,868,,2025-06-30,,,deferred-historical,,
w-8030901-base,30001,Thị trấn Tràm Chim,Thị trấn,871,,2025-06-30,,,deferred-historical,,
w-8030903-base,30019,Xã An Hòa,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030905-base,30022,Xã An Long,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030907-base,30028,Xã Phú Ninh,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030909-base,30034,Xã Phú Thành A,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030911-base,30016,Xã Phú Thành B,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030913-base,30031,Xã Phú Thọ,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030915-base,30007,Xã Tân Công Sính,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030917-base,30025,Xã Phú Cường,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030919-base,30013,Xã Phú Đức,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030921-base,30010,Xã Phú Hiệp,Xã,871,,2025-06-30,,,deferred-historical,,
w-8030923-base,30004,Xã Hoà Bình,Xã,871,,2025-06-30,,,deferred-historical,,
w-8031101-base,30130,Thị trấn Thanh Bình,Thị trấn,874,,2025-06-30,,,deferred-historical,,
w-8031103-base,30148,Xã Bình Tấn,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031105-base,30154,Xã Tân Bình,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031107-base,30163,Xã Bình Thành,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031109-base,30160,Xã Tân Phú,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031111-base,30139,Xã An Phong,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031113-base,30157,Xã Tân Thạnh,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031115-base,30142,Xã Phú Lợi,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031117-base,30145,Xã Tân Mỹ,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031119-base,30133,Xã Tân Quới,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031121-base,30136,Xã Tân Hòa,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031123-base,30151,Xã Tân Huề,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031125-base,30166,Xã Tân Long,Xã,874,,2025-06-30,,,deferred-historical,,
w-8031301-base,30037,Thị trấn Mỹ An,Thị trấn,872,,2025-06-30,,,deferred-historical,,
w-8031303-base,30043,Xã Hưng Thạnh,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031305-base,30046,Xã Trường Xuân,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031307-base,30052,Xã Mỹ Hòa,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031309-base,30049,Xã Tân Kiều,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031311-base,30061,Xã Đốc Binh Kiều,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031313-base,30064,Xã Mỹ An,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031315-base,30067,Xã Phú Điền,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031317-base,30073,Xã Thanh Mỹ,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031319-base,30055,Xã Mỹ Quý,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031321-base,30058,Xã Mỹ Đông,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031323-base,30070,Xã Láng Biển,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031325-base,30040,Xã Thạnh Lợi,Xã,872,,2025-06-30,,,deferred-historical,,
w-8031501-base,30076,Thị trấn Mỹ Thọ,Thị trấn,873,,2025-06-30,,,deferred-historical,,
w-8031503-base,30088,Xã Phong Mỹ,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031505-base,30091,Xã Tân Nghĩa,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031507-base,30094,Xã Phương Trà,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031509-base,30106,Xã An Bình,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031511-base,30097,Xã Nhị Mỹ,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031513-base,30100,Xã Mỹ Thọ,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031515-base,30109,Xã Mỹ Hội,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031517-base,30121,Xã Mỹ Xương,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031519-base,30118,Xã Bình Hàng Trung,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031521-base,30124,Xã Bình Hàng Tây,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031523-base,30127,Xã Bình Thạnh,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031525-base,30115,Xã Mỹ Long,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031527-base,30112,Xã Mỹ Hiệp,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031529-base,30085,Xã Ba Sao,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031531-base,30082,Xã Phương Thịnh,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031533-base,30103,Xã Tân Hội Trung,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031535-base,30079,Xã Gáo Giồng,Xã,873,,2025-06-30,,,deferred-historical,,
w-8031701-base,30169,Thị trấn Lấp Vò,Thị trấn,875,,2025-06-30,,,deferred-historical,,
w-8031703-base,30193,Xã Bình Thành,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031705-base,30196,Xã Định An,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031707-base,30199,Xã Định Yên,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031709-base,30184,Xã Long Hưng A,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031711-base,30190,Xã Long Hưng B,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031713-base,30181,Xã Tân Khánh Trung,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031715-base,30187,Xã Vĩnh Thạnh,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031717-base,30175,Xã Tân Mỹ,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031719-base,30172,Xã Mỹ An Hưng A,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031721-base,30178,Xã Mỹ An Hưng B,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031723-base,30202,Xã Hội An Đông,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031725-base,30205,Xã Bình Thạnh Trung,Xã,875,,2025-06-30,,,deferred-historical,,
w-8031901-base,30208,Thị trấn Lai Vung,Thị trấn,876,,2025-06-30,,,deferred-historical,,
w-8031903-base,30223,Xã Hòa Long,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031905-base,30214,Xã Hòa Thành,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031907-base,30211,Xã Tân Dương,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031909-base,30229,Xã Long Thắng,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031911-base,30217,Xã Long Hậu,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031913-base,30226,Xã Tân Thành,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031915-base,30220,Xã Tân Phước,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031917-base,30232,Xã Vĩnh Thới,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031919-base,30235,Xã Tân Hòa,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031921-base,30238,Xã Định Hòa,Xã,876,,2025-06-30,,,deferred-historical,,
w-8031923-base,30241,Xã Phong Hòa,Xã,876,,2025-06-30,,,deferred-historical,,
w-8032101-base,30244,Thị trấn Cái Tàu Hạ,Thị trấn,877,,2025-06-30,,,deferred-historical,,
w-8032103-base,30274,Xã Tân Phú,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032105-base,30259,Xã Tân Phú Trung,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032107-base,30256,Xã Tân Bình,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032109-base,30247,Xã An Hiệp,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032111-base,30253,Xã Tân Nhuận Đông,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032113-base,30250,Xã An Nhơn,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032115-base,30268,Xã Phú Hựu,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032117-base,30265,Xã An Phú Thuận,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032119-base,30277,Xã Hòa Tân,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032121-base,30271,Xã An Khánh,Xã,877,,2025-06-30,,,deferred-historical,,
w-8032123-base,30262,Xã Phú Long,Xã,877,,2025-06-30,,,deferred-historical,,
w-8050101-base,30280,Phường Mỹ Bình,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050103-base,30283,Phường Mỹ Long,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050105-base,30286,Phường Mỹ Xuyên,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050107-base,30289,Phường Bình Đức,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050108-base,30292,Phường Bình Khánh,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050109-base,30295,Phường Mỹ Phước,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050110-base,30298,Phường Mỹ Quý,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050111-base,30301,Phường Mỹ Thới,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050113-base,30304,Phường Mỹ Thạnh,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050115-base,30307,Phường Mỹ Hòa,Phường,883,,2025-06-30,,,deferred-historical,,
w-8050117-base,30310,Xã Mỹ Khánh,Xã,883,,2025-06-30,,,deferred-historical,,
w-8050119-base,30313,Xã Mỹ Hoà Hưng,Xã,883,,2025-06-30,,,deferred-historical,,
w-8050301-base,30316,Phường Châu Phú B,Phường,884,,2025-06-30,,,deferred-historical,,
w-8050303-base,30319,Phường Châu Phú A,Phường,884,,2025-06-30,,,deferred-historical,,
w-8050304-base,30325,Phường Núi Sam,Phường,884,,2025-06-30,,,deferred-historical,,
w-8050305-base,30328,Phường Vĩnh Ngươn,Phường,884,,2025-06-30,,,deferred-historical,,
w-8050307-base,30331,Xã Vĩnh Tế,Xã,884,,2025-06-30,,,deferred-historical,,
w-8050309-base,30322,Phường Vĩnh Mỹ,Phường,884,,2025-06-30,,,deferred-historical,,
w-8050501-base,30337,Thị trấn An Phú,Thị trấn,886,,2025-06-30,,,deferred-historical,,
w-8050503-base,30340,Xã Khánh An,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050505-base,30343,Xã Khánh Bình,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050507-base,30346,Xã Quốc Thái,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050509-base,30349,Xã Nhơn Hội,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050511-base,30352,Xã Phú Hữu,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050513-base,30355,Xã Phú Hội,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050515-base,30358,Xã Phước Hưng,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050517-base,30361,Xã Vĩnh Lộc,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050519-base,30364,Xã Vĩnh Hậu,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050521-base,30367,Xã Vĩnh Trường,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050523-base,30370,Xã Vĩnh Hội Đông,Xã,886,,2025-06-30,,,deferred-historical,,
w-8050525-base,30373,Thị trấn Đa Phước,Thị trấn,886,,2025-06-30,,,deferred-historical,,
w-8050701-base,30376,Phường Long Thạnh,Phường,887,,2025-06-30,,,deferred-historical,,
w-8050703-base,30379,Xã Phú Lộc,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050705-base,30382,Xã Vĩnh Xương,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050707-base,30385,Xã Vĩnh Hòa,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050709-base,30388,Xã Tân An,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050711-base,30391,Xã Long An,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050713-base,30394,Phường Long Phú,Phường,887,,2025-06-30,,,deferred-historical,,
w-8050715-base,30397,Xã Châu Phong,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050717-base,30400,Xã Phú Vĩnh,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050719-base,30403,Xã Lê Chánh,Xã,887,,2025-06-30,,,deferred-historical,,
w-8050901-base,30406,Thị trấn Phú Mỹ,Thị trấn,888,,2025-06-30,,,deferred-historical,,
w-8050903-base,30409,Thị trấn Chợ Vàm,Thị trấn,888,,2025-06-30,,,deferred-historical,,
w-8050905-base,30412,Phường Long Sơn,Phường,887,,2025-06-30,,,deferred-historical,,
w-8050907-base,30418,Xã Phú Long,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050909-base,30421,Xã Phú Lâm,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050911-base,30424,Xã Phú Hiệp,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050913-base,30427,Xã Phú Thạnh,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050915-base,30430,Xã Hoà Lạc,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050917-base,30433,Xã Phú Thành,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050919-base,30436,Xã Phú An,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050921-base,30439,Xã Phú Xuân,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050923-base,30442,Xã Hiệp Xương,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050925-base,30445,Xã Phú Bình,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050927-base,30448,Xã Phú Thọ,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050929-base,30451,Xã Phú Hưng,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050931-base,30454,Xã Bình Thạnh Đông,Xã,888,,2025-06-30,,,deferred-historical,,
w-8050933-base,30457,Xã Tân Hòa,Xã,888,,2025-06-30,,,deferred-historical,,
w-8051101-base,30463,Thị trấn Cái Dầu,Thị trấn,889,,2025-06-30,,,deferred-historical,,
w-8051103-base,30466,Xã Khánh Hòa,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051105-base,30469,Xã Mỹ Đức,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051107-base,30472,Xã Mỹ Phú,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051109-base,30475,Xã Ô Long Vỹ,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051111-base,30478,Thị trấn Vĩnh Thạnh Trung,Thị trấn,889,,2025-06-30,,,deferred-historical,,
w-8051113-base,30484,Xã Bình Long,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051115-base,30481,Xã Thạnh Mỹ Tây,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051117-base,30487,Xã Bình Mỹ,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051119-base,30490,Xã Bình Thủy,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051121-base,30493,Xã Đào Hữu Cảnh,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051123-base,30496,Xã Bình Phú,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051125-base,30499,Xã Bình Chánh,Xã,889,,2025-06-30,,,deferred-historical,,
w-8051301-base,30502,Phường Nhà Bàng,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051303-base,30505,Phường Chi Lăng,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051305-base,30511,Phường Nhơn Hưng,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051307-base,30514,Phường An Phú,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051309-base,30517,Phường Thới Sơn,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051311-base,30520,Phường Tịnh Biên,Phường,890,,2025-06-30,,,deferred-historical,,
w-8051313-base,30523,Xã Văn Giáo,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051315-base,30526,Xã An Cư,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051317-base,30529,Xã An Nông,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051319-base,30532,Xã Vĩnh Trung,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051321-base,30535,Xã Tân Lợi,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051323-base,30538,Xã An Hảo,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051325-base,30541,Xã Tân Lập,Xã,890,,2025-06-30,,,deferred-historical,,
w-8051501-base,30544,Thị trấn Tri Tôn,Thị trấn,891,,2025-06-30,,,deferred-historical,,
w-8051503-base,30550,Xã Lạc Quới,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051505-base,30553,Xã Lê Trì,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051507-base,30556,Xã Vĩnh Gia,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051509-base,30547,Thị trấn Ba Chúc,Thị trấn,891,,2025-06-30,,,deferred-historical,,
w-8051511-base,30562,Xã Châu Lăng,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051513-base,30565,Xã Lương Phi,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051515-base,30568,Xã Lương An Trà,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051517-base,30571,Xã Tà Đảnh,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051519-base,30574,Xã Núi Tô,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051521-base,30577,Xã An Tức,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051523-base,30580,Thị trấn Cô Tô,Thị trấn,891,,2025-06-30,,,deferred-historical,,
w-8051525-base,30583,Xã Tân Tuyến,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051527-base,30586,Xã Ô Lâm,Xã,891,,2025-06-30,,,deferred-historical,,
w-8051701-base,30628,Thị trấn Chợ Mới,Thị trấn,893,,2025-06-30,,,deferred-historical,,
w-8051703-base,30634,Xã Kiến An,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051705-base,30637,Xã Mỹ Hội Đông,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051707-base,30640,Xã Long Điền A,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051709-base,30643,Xã Tấn Mỹ,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051711-base,30646,Xã Long Điền B,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051713-base,30649,Xã Kiến Thành,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051715-base,30652,Xã Mỹ Hiệp,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051717-base,30631,Thị trấn Mỹ Luông,Thị trấn,893,,2025-06-30,,,deferred-historical,,
w-8051719-base,30658,Xã Nhơn Mỹ,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051721-base,30661,Xã Long Giang,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051723-base,30664,Xã Long Kiến,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051725-base,30667,Xã Bình Phước Xuân,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051727-base,30670,Xã An Thạnh Trung,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051729-base,30673,Thị trấn Hội An,Thị trấn,893,,2025-06-30,,,deferred-historical,,
w-8051731-base,30676,Xã Hòa Bình,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051733-base,30679,Xã Hòa An,Xã,893,,2025-06-30,,,deferred-historical,,
w-8051901-base,30589,Thị trấn An Châu,Thị trấn,892,,2025-06-30,,,deferred-historical,,
w-8051903-base,30592,Xã An Hòa,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051905-base,30595,Xã Cần Đăng,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051907-base,30598,Xã Vĩnh Hanh,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051909-base,30601,Xã Bình Thạnh,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051911-base,30604,Thị trấn Vĩnh Bình,Thị trấn,892,,2025-06-30,,,deferred-historical,,
w-8051913-base,30607,Xã Bình Hòa,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051915-base,30610,Xã Vĩnh An,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051917-base,30613,Xã Hòa Bình Thạnh,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051919-base,30616,Xã Vĩnh Lợi,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051921-base,30619,Xã Vĩnh Nhuận,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051923-base,30622,Xã Tân Phú,Xã,892,,2025-06-30,,,deferred-historical,,
w-8051925-base,30625,Xã Vĩnh Thành,Xã,892,,2025-06-30,,,deferred-historical,,
w-8052101-base,30682,Thị trấn Núi Sập,Thị trấn,894,,2025-06-30,,,deferred-historical,,
w-8052102-base,30685,Thị trấn Phú Hoà,Thị trấn,894,,2025-06-30,,,deferred-historical,,
w-8052103-base,30691,Xã Tây Phú,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052105-base,30694,Xã Vĩnh Phú,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052107-base,30697,Xã Vĩnh Trạch,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052109-base,30700,Xã Phú Thuận,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052111-base,30703,Xã Vĩnh Chánh,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052113-base,30706,Xã Định Mỹ,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052115-base,30709,Xã Định Thành,Xã,894,,2025-06-30,,,deferred-historical,,
w-8052117-base,30712,Xã Mỹ Phú Đông,Xã,894,,2025-06-30,,,deferred-historical,,
